Datetime (UTC),Temperature (deg C),Pressure (hPa)
20240212_034345,25.98,1009.39
20240212_034348,26.15,1010.36
20240212_034351,26.00,1014.98
20240212_034354,25.97,1002.69
20240212_034357,25.98,1004.30
20240212_034400,26.22,1002.29
20240212_034403,26.30,1014.80
20240212_034406,26.14,1013.82
20240212_034409,26.07,1012.22
20240212_034412,26.16,1009.96
20240212_034415,26.01,1015.83
20240212_034418,26.16,1010.21
20240212_034421,26.01,1012.13
20240212_034424,26.34,1009.47
20240212_034427,26.26,999.28
20240212_034430,26.06,1015.49
20240212_034433,26.05,1012.61
20240212_034436,26.12,1007.13
20240212_034439,26.10,1013.71
20240212_034442,26.22,1006.75
20240212_034445,26.15,1011.08
20240212_034448,26.22,1009.36
20240212_034451,26.16,1010.70
20240212_034454,26.33,1008.68
20240212_034457,26.02,1012.56
20240212_034500,26.15,1004.46
20240212_034503,26.11,1007.53
20240212_034506,26.21,1006.49
20240212_034509,26.14,1007.41
20240212_034512,26.32,1005.97
20240212_034515,26.23,1013.41
20240212_034518,26.22,1010.48
20240212_034521,26.02,1009.17
20240212_034524,26.24,1007.81
20240212_034527,26.04,1011.19
20240212_034530,26.07,1015.16
20240212_034533,26.14,1016.35
20240212_034536,26.20,1010.50
20240212_034539,26.20,1010.24
20240212_034542,26.09,1010.58
20240212_034545,25.99,997.45
20240212_034548,26.23,1010.07
20240212_034551,26.22,1000.15
20240212_034554,25.93,1010.23
20240212_034557,26.06,1011.14
20240212_034600,26.26,1009.35
20240212_034603,26.11,1001.20
20240212_034606,26.02,1012.31
20240212_034609,26.15,1005.23
20240212_034612,26.15,1006.06
20240212_034615,26.25,1011.35
20240212_034618,26.08,1001.18
20240212_034621,26.12,1003.52
20240212_034624,26.06,1011.97
20240212_034627,26.12,1001.07
20240212_034630,26.12,1017.25
20240212_034633,26.26,1009.29
20240212_034636,26.18,1005.07
20240212_034639,26.15,1006.24
20240212_034642,26.00,1011.74
20240212_034645,26.20,1004.25
20240212_034648,26.17,1005.34
20240212_034651,26.13,1010.03
20240212_034654,26.20,1010.35
20240212_034657,26.18,1008.52
20240212_034700,25.97,1014.35
20240212_034703,26.23,1009.23
20240212_034706,26.24,1002.09
20240212_034709,26.16,1009.69
20240212_034712,26.14,1000.16
20240212_034715,26.29,1003.36
20240212_034718,26.14,1017.87
20240212_034721,26.31,1012.08
20240212_034724,26.14,1020.89
20240212_034727,26.21,1005.57
20240212_034730,26.26,1003.74
20240212_034733,26.28,1013.35
20240212_034736,26.15,1012.60
20240212_034739,26.10,1002.68
20240212_034742,26.34,1006.50
20240212_034745,26.10,1013.77
20240212_034748,26.17,1009.32
20240212_034751,26.18,1012.51
20240212_034754,26.10,1000.13
20240212_034757,26.16,1001.75
20240212_034800,26.12,1006.89
20240212_034803,26.16,1016.47
20240212_034806,26.35,1010.71
20240212_034809,26.10,1012.13
20240212_034812,26.18,1012.74
20240212_034815,26.00,1008.70
20240212_034818,26.40,996.84
20240212_034821,26.24,1011.45
20240212_034824,26.14,1003.69
20240212_034827,26.19,1001.29
20240212_034830,26.38,1015.86
20240212_034833,26.07,1006.74
20240212_034836,26.16,1008.35
20240212_034839,26.20,1008.47
20240212_034842,26.20,1008.68
20240212_034845,26.12,1007.79
20240212_034848,26.11,1011.09
20240212_034851,26.34,1005.29
20240212_034854,26.21,1017.09
20240212_034857,26.25,1003.14
20240212_034900,26.18,1008.68
20240212_034903,26.12,1011.08
20240212_034906,26.27,1001.37
20240212_034909,26.21,1003.66
20240212_034912,26.16,1007.19
20240212_034915,26.41,1004.33
20240212_034918,26.24,1005.65
20240212_034921,26.18,1002.05
20240212_034924,26.31,1013.71
20240212_034927,26.12,1002.03
20240212_034930,26.11,1006.78
20240212_034933,26.32,1015.83
20240212_034936,26.34,999.17
20240212_034939,26.36,1012.59
20240212_034942,26.30,1004.03
20240212_034945,26.36,1007.66
20240212_034948,26.36,1008.24
20240212_034951,26.50,1002.52
20240212_034954,26.19,1005.68
20240212_034957,26.17,1006.67
20240212_035000,26.24,1011.36
20240212_035003,26.37,1010.23
20240212_035006,26.12,1005.28
20240212_035009,26.53,1011.29
20240212_035012,26.26,1007.92
20240212_035015,26.25,1019.19
20240212_035018,26.18,1013.20
20240212_035021,26.34,1005.92
20240212_035024,26.31,1008.52
20240212_035027,26.35,1007.57
20240212_035030,26.14,1010.05
20240212_035033,26.32,1006.12
20240212_035036,26.31,1009.18
20240212_035039,26.28,1009.23
20240212_035042,26.37,1002.91
20240212_035045,26.30,1004.25
20240212_035048,26.18,1022.14
20240212_035051,26.13,1001.96
20240212_035054,26.34,1008.08
20240212_035057,26.13,1004.02
20240212_035100,26.28,1009.70
20240212_035103,26.26,1005.58
20240212_035106,26.18,1012.31
20240212_035109,26.31,1014.60
20240212_035112,25.99,1007.93
20240212_035115,26.22,1007.79
20240212_035118,26.23,1011.20
20240212_035121,26.24,1009.12
20240212_035124,26.19,1003.30
20240212_035127,26.25,1011.31
20240212_035130,26.21,996.39
20240212_035133,26.47,1006.78
20240212_035136,26.21,1006.84
20240212_035139,26.21,1005.94
20240212_035142,26.19,1001.75
20240212_035145,26.11,1017.41
20240212_035148,26.46,1004.47
20240212_035151,26.23,1003.19
20240212_035154,26.25,1013.25
20240212_035157,26.19,1003.73
20240212_035200,26.32,1014.62
20240212_035203,26.28,1009.25
20240212_035206,26.21,1005.76
20240212_035209,26.27,1009.05
20240212_035212,26.30,1002.86
20240212_035215,26.38,1001.55
20240212_035218,26.30,1006.98
20240212_035221,26.29,1010.85
20240212_035224,26.41,1004.00
20240212_035227,26.44,1008.36
20240212_035230,26.33,1006.16
20240212_035233,26.46,1018.96
20240212_035236,26.24,1006.32
20240212_035239,26.20,1006.79
20240212_035242,26.33,1010.82
20240212_035245,26.18,1001.49
20240212_035248,26.35,1011.80
20240212_035251,26.29,1006.03
20240212_035254,26.26,1005.96
20240212_035257,26.45,1005.00
20240212_035300,26.31,999.00
20240212_035303,26.42,1007.63
20240212_035306,26.37,1010.40
20240212_035309,26.37,1011.46
20240212_035312,26.17,1011.67
20240212_035315,26.20,1005.72
20240212_035318,26.40,1004.07
20240212_035321,26.31,1012.91
20240212_035324,26.16,1004.60
20240212_035327,26.27,1004.49
20240212_035330,26.38,1004.34
20240212_035333,26.46,1010.92
20240212_035336,26.49,1012.13
20240212_035339,26.37,1015.16
20240212_035342,26.21,1005.15
20240212_035345,26.38,1005.03
20240212_035348,26.45,1014.35
20240212_035351,26.28,1008.67
20240212_035354,26.14,1007.19
20240212_035357,26.34,1005.19
20240212_035400,26.16,1007.10
20240212_035403,26.63,1010.98
20240212_035406,26.41,1006.77
20240212_035409,26.28,1007.05
20240212_035412,26.54,1012.25
20240212_035415,26.42,1007.43
20240212_035418,26.28,1000.70
20240212_035421,26.45,1012.47
20240212_035424,26.38,1008.61
20240212_035427,26.33,1002.19
20240212_035430,26.44,1005.24
20240212_035433,26.38,1008.06
20240212_035436,26.36,1010.75
20240212_035439,26.24,1002.10
20240212_035442,26.27,1015.85
20240212_035445,26.53,997.88
20240212_035448,26.30,1019.36
20240212_035451,26.26,1002.80
20240212_035455,26.49,1003.85
20240212_035458,26.48,1005.19
20240212_035501,26.07,1007.95
20240212_035504,26.35,998.88
20240212_035507,26.37,1009.28
20240212_035510,26.32,1004.81
20240212_035513,26.38,1011.49
20240212_035516,26.53,1007.32
20240212_035519,26.22,997.99
20240212_035522,26.39,1003.24
20240212_035525,26.36,1012.68
20240212_035528,26.33,1005.48
20240212_035531,26.28,1005.38
20240212_035534,26.48,1009.91
20240212_035537,26.42,1006.61
20240212_035540,26.56,1005.76
20240212_035543,26.44,1010.39
20240212_035546,26.35,1002.40
20240212_035549,26.43,1003.01
20240212_035552,26.28,1013.22
20240212_035555,26.56,1011.62
20240212_035558,26.38,1010.25
20240212_035601,26.37,1009.69
20240212_035604,26.27,1003.60
20240212_035607,26.43,1016.82
20240212_035610,26.33,1009.88
20240212_035613,26.50,1010.88
20240212_035616,26.17,1010.89
20240212_035619,26.41,1005.86
20240212_035622,26.32,1008.46
20240212_035625,26.28,1008.09
20240212_035628,26.37,997.59
20240212_035631,26.56,1009.76
20240212_035634,26.52,1013.91
20240212_035637,26.37,1001.14
20240212_035640,26.35,1001.40
20240212_035643,26.43,1008.15
20240212_035646,26.52,1012.60
20240212_035649,26.42,1012.57
20240212_035652,26.43,1006.81
20240212_035655,26.48,998.48
20240212_035658,26.41,1008.88
20240212_035701,26.54,1010.60
20240212_035704,26.32,1007.03
20240212_035707,26.27,1005.60
20240212_035710,26.53,1011.31
20240212_035713,26.37,1001.91
20240212_035716,26.41,1007.35
20240212_035719,26.44,1014.29
20240212_035722,26.58,1005.34
20240212_035725,26.24,1005.84
20240212_035728,26.31,1011.66
20240212_035731,26.27,1007.60
20240212_035734,26.31,1006.61
20240212_035737,26.36,1010.05
20240212_035740,26.55,1008.40
20240212_035743,26.45,1006.94
20240212_035746,26.55,1009.48
20240212_035749,26.34,1003.95
20240212_035752,26.34,994.04
20240212_035755,26.44,1011.32
20240212_035758,26.36,1007.46
20240212_035801,26.58,1002.03
20240212_035804,26.33,1014.57
20240212_035807,26.44,1006.56
20240212_035810,26.39,1009.65
20240212_035813,26.56,1012.12
20240212_035816,26.33,1001.51
20240212_035819,26.42,1009.26
20240212_035822,26.41,1001.03
20240212_035825,26.47,1003.01
20240212_035828,26.46,1014.45
20240212_035831,26.42,1007.57
20240212_035834,26.40,1000.21
20240212_035837,26.61,1010.71
20240212_035840,26.32,1004.35
20240212_035843,26.38,1003.87
20240212_035846,26.42,1006.19
20240212_035849,26.47,1005.18
20240212_035852,26.18,1007.03
20240212_035855,26.22,1003.28
20240212_035858,26.57,1004.11
20240212_035901,26.51,1006.84
20240212_035904,26.46,1008.04
20240212_035907,26.58,1009.22
20240212_035910,26.24,1005.57
20240212_035913,26.58,1010.10
20240212_035916,26.30,1005.18
20240212_035919,26.56,1003.39
20240212_035922,26.32,1008.90
20240212_035925,26.46,1017.43
20240212_035928,26.47,1010.47
20240212_035931,26.47,1008.28
20240212_035934,26.50,1004.56
20240212_035937,26.36,1011.79
20240212_035940,26.60,1011.87
20240212_035943,26.49,998.47
20240212_035946,26.25,1010.70
20240212_035949,26.37,999.03
20240212_035952,26.32,1008.36
20240212_035955,26.67,1004.24
20240212_035958,26.49,1005.83
20240212_040001,26.53,1009.81
20240212_040004,26.40,1007.19
20240212_040007,26.53,1004.50
20240212_040010,26.41,1008.11
20240212_040013,26.40,1006.52
20240212_040016,26.41,1003.00
20240212_040019,26.59,1014.39
20240212_040022,26.60,1011.56
20240212_040025,26.54,1007.58
20240212_040028,26.50,1008.19
20240212_040031,26.52,1007.20
20240212_040034,26.40,1017.47
20240212_040037,26.63,1005.95
20240212_040040,26.46,1005.93
20240212_040043,26.43,1013.45
20240212_040046,26.54,998.81
20240212_040049,26.58,1009.09
20240212_040052,26.63,1007.47
20240212_040055,26.49,1009.49
20240212_040058,26.45,1012.85
20240212_040101,26.47,1004.55
20240212_040104,26.37,1009.75
20240212_040107,26.38,1004.84
20240212_040110,26.58,1017.39
20240212_040113,26.58,1004.12
20240212_040116,26.62,1013.82
20240212_040119,26.43,1008.79
20240212_040122,26.38,997.05
20240212_040125,26.30,1006.69
20240212_040128,26.66,1007.07
20240212_040131,26.59,1005.97
20240212_040134,26.58,1007.09
20240212_040137,26.50,1008.66
20240212_040140,26.37,1007.55
20240212_040143,26.52,1009.53
20240212_040146,26.43,1009.75
20240212_040149,26.67,1011.98
20240212_040152,26.66,1008.18
20240212_040155,26.36,1013.70
20240212_040158,26.39,1006.11
20240212_040201,26.48,1013.92
20240212_040204,26.52,1004.89
20240212_040207,26.56,1006.62
20240212_040210,26.40,1006.16
20240212_040213,26.59,1007.02
20240212_040216,26.59,1015.28
20240212_040219,26.42,1010.20
20240212_040222,26.45,998.22
20240212_040225,26.51,1008.32
20240212_040228,26.59,1007.25
20240212_040231,26.43,1003.14
20240212_040234,26.38,1001.70
20240212_040237,26.56,1004.20
20240212_040240,26.67,1009.55
20240212_040243,26.51,1009.74
20240212_040246,26.65,1005.27
20240212_040249,26.43,1001.79
20240212_040252,26.68,1014.12
20240212_040255,26.52,1002.59
20240212_040258,26.65,1014.04
20240212_040301,26.56,1009.81
20240212_040304,26.57,1000.37
20240212_040307,26.66,1013.76
20240212_040310,26.61,1009.06
20240212_040313,26.69,1001.47
20240212_040316,26.59,1012.72
20240212_040319,26.50,1010.85
20240212_040322,26.47,1017.08
20240212_040325,26.43,1003.18
20240212_040328,26.67,1007.22
20240212_040331,26.61,1004.64
20240212_040334,26.62,1008.86
20240212_040337,26.54,1006.69
20240212_040340,26.56,998.60
20240212_040343,26.58,1004.59
20240212_040346,26.76,1005.10
20240212_040349,26.56,997.45
20240212_040352,26.54,1016.24
20240212_040355,26.58,1010.18
20240212_040358,26.38,1017.77
20240212_040401,26.64,999.82
20240212_040404,26.65,1013.62
20240212_040407,26.69,1008.08
20240212_040410,26.65,999.33
20240212_040413,26.49,1007.99
20240212_040416,26.40,1018.41
20240212_040419,26.58,1007.40
20240212_040422,26.60,1015.44
20240212_040425,26.54,1007.91
20240212_040428,26.52,1010.72
20240212_040431,26.63,1009.75
20240212_040434,26.56,1007.58
20240212_040437,26.70,1013.72
20240212_040440,26.56,1016.46
20240212_040443,26.63,1010.37
20240212_040446,26.65,1006.32
20240212_040449,26.53,1012.37
20240212_040452,26.61,1013.32
20240212_040455,26.68,1017.57
20240212_040458,26.74,1009.47
20240212_040501,26.57,1006.72
20240212_040504,26.65,1006.21
20240212_040507,26.68,1009.61
20240212_040510,26.71,1007.42
20240212_040513,26.44,1016.97
20240212_040516,26.66,1008.95
20240212_040519,26.51,1010.30
20240212_040522,26.57,1008.62
20240212_040525,26.60,1008.30
20240212_040528,26.67,1005.85
20240212_040531,26.66,1008.04
20240212_040534,26.60,1009.77
20240212_040537,26.46,1010.21
20240212_040540,26.46,1004.53
20240212_040543,26.51,1008.75
20240212_040546,26.45,996.89
20240212_040549,26.50,1005.47
20240212_040552,26.90,1002.94
20240212_040555,26.49,1001.00
20240212_040558,26.71,1006.75
20240212_040601,26.54,1008.14
20240212_040604,26.58,1013.89
20240212_040607,26.62,1005.39
20240212_040610,26.64,1014.44
20240212_040613,26.58,1008.74
20240212_040616,26.53,1011.08
20240212_040619,26.72,1014.82
20240212_040622,26.57,1015.38
20240212_040625,26.64,1005.52
20240212_040628,26.60,1008.06
20240212_040631,26.64,1020.20
20240212_040634,26.78,1005.20
20240212_040637,26.49,1015.68
20240212_040640,26.60,1008.44
20240212_040643,26.64,1009.56
20240212_040646,26.62,1010.95
20240212_040649,26.76,1008.19
20240212_040652,26.78,1016.99
20240212_040655,26.76,1008.53
20240212_040658,26.68,1011.65
20240212_040701,26.53,1013.00
20240212_040704,26.51,1017.03
20240212_040707,26.56,1011.92
20240212_040710,26.67,1004.77
20240212_040713,26.86,1001.66
20240212_040716,26.73,1008.36
20240212_040719,26.51,1012.66
20240212_040722,26.64,1007.28
20240212_040725,26.75,1008.52
20240212_040728,26.80,1011.95
20240212_040731,26.69,998.58
20240212_040734,26.87,1018.53
20240212_040737,26.69,1008.27
20240212_040740,26.83,1005.13
20240212_040743,26.66,1013.37
20240212_040746,26.61,1008.04
20240212_040749,26.74,1004.05
20240212_040752,26.69,1003.28
20240212_040755,26.70,1011.22
20240212_040758,26.63,1008.39
20240212_040801,26.62,1002.46
20240212_040804,26.66,1005.47
20240212_040807,26.81,999.60
20240212_040810,26.61,1006.25
20240212_040813,26.43,998.31
20240212_040816,26.88,1003.45
20240212_040819,26.67,1009.50
20240212_040822,26.54,1003.88
20240212_040825,26.66,1002.75
20240212_040828,26.71,1004.80
20240212_040831,26.77,1010.09
20240212_040834,26.76,1004.66
20240212_040837,26.69,1009.35
20240212_040840,26.69,1010.80
20240212_040843,26.56,1011.69
20240212_040846,26.82,1014.67
20240212_040849,26.55,1008.89
20240212_040852,26.43,1009.01
20240212_040855,26.72,1008.18
20240212_040858,26.70,1005.36
20240212_040901,26.70,1008.35
20240212_040904,26.76,1004.28
20240212_040907,26.67,1009.60
20240212_040910,26.84,1008.43
20240212_040913,26.70,1007.10
20240212_040916,26.66,1008.33
20240212_040919,26.67,1007.51
20240212_040922,26.89,1019.18
20240212_040925,26.67,1010.58
20240212_040928,26.74,1016.04
20240212_040931,26.61,1004.75
20240212_040934,26.80,1019.38
20240212_040937,26.64,1004.67
20240212_040940,26.54,1006.34
20240212_040943,26.66,1008.04
20240212_040946,26.68,1005.31
20240212_040949,26.65,1007.07
20240212_040952,26.76,1008.01
20240212_040955,26.50,1003.52
20240212_040958,26.72,1006.15
20240212_041001,26.53,1014.47
20240212_041004,26.53,1014.40
20240212_041007,26.60,998.82
20240212_041010,26.81,1007.78
20240212_041014,26.71,1013.24
20240212_041017,26.78,1009.66
20240212_041020,26.65,1001.79
20240212_041023,26.70,1007.73
20240212_041026,26.70,1008.73
20240212_041029,26.65,1012.05
20240212_041032,26.86,1002.06
20240212_041035,26.59,1009.16
20240212_041038,26.69,1005.75
20240212_041041,26.59,1010.09
20240212_041044,26.68,1007.71
20240212_041047,26.75,1007.04
20240212_041050,26.57,1001.69
20240212_041053,26.77,1004.20
20240212_041056,26.79,1000.01
20240212_041059,26.62,1006.74
20240212_041102,26.52,1008.43
20240212_041105,26.88,1018.27
20240212_041108,26.75,1010.68
20240212_041111,26.80,1015.37
20240212_041114,26.69,1009.61
20240212_041117,26.72,1001.51
20240212_041120,26.86,1009.79
20240212_041123,26.61,997.00
20240212_041126,26.87,1012.51
20240212_041129,26.77,1010.57
20240212_041132,26.73,1007.87
20240212_041135,26.83,1007.22
20240212_041138,26.79,1005.42
20240212_041141,26.93,1017.79
20240212_041144,26.65,1004.00
20240212_041147,26.65,997.10
20240212_041150,26.76,1001.26
20240212_041153,27.03,1009.51
20240212_041156,26.85,1009.37
20240212_041159,26.69,1011.99
20240212_041202,26.74,1014.52
20240212_041205,26.64,1005.38
20240212_041208,26.79,1005.45
20240212_041211,26.88,1013.68
20240212_041214,26.73,1007.29
20240212_041217,26.69,1010.42
20240212_041220,26.55,1007.78
20240212_041223,26.80,1004.93
20240212_041226,26.92,1009.12
20240212_041229,26.81,1007.10
20240212_041232,26.84,1008.34
20240212_041235,26.66,1005.90
20240212_041238,26.71,993.34
20240212_041241,26.85,1005.74
20240212_041244,26.82,1006.93
20240212_041247,26.68,1006.47
20240212_041250,26.92,1007.07
20240212_041253,26.82,1005.41
20240212_041256,26.82,1010.91
20240212_041259,26.90,991.18
20240212_041302,26.84,1003.46
20240212_041305,26.85,995.44
20240212_041308,26.76,1008.02
20240212_041311,26.79,1017.67
20240212_041314,26.86,1005.13
20240212_041317,26.86,1014.41
20240212_041320,26.61,1016.24
20240212_041323,26.68,1003.32
20240212_041326,26.74,1005.84
20240212_041329,26.96,1010.71
20240212_041332,26.73,1007.38
20240212_041335,26.74,1005.74
20240212_041338,26.68,1010.94
20240212_041341,26.78,1004.05
20240212_041344,26.78,1012.14
20240212_041347,26.81,1009.34
20240212_041350,26.68,1007.05
20240212_041353,26.73,1011.84
20240212_041356,26.87,999.21
20240212_041359,26.84,1009.34
20240212_041402,26.86,1009.79
20240212_041405,26.58,1003.90
20240212_041408,26.88,1006.83
20240212_041411,26.89,1014.70
20240212_041414,27.07,1003.06
20240212_041417,26.88,1003.97
20240212_041420,26.66,1005.69
20240212_041423,26.81,1008.80
20240212_041426,26.87,1004.01
20240212_041429,26.69,1005.05
20240212_041432,26.63,1003.76
20240212_041435,26.97,1010.77
20240212_041438,26.79,1018.41
20240212_041441,26.88,1000.74
20240212_041444,26.83,1010.12
20240212_041447,26.96,1011.04
20240212_041450,26.76,1006.87
20240212_041453,26.84,1006.66
20240212_041456,26.84,1012.36
20240212_041459,26.94,1013.92
20240212_041502,26.84,995.19
20240212_041505,26.77,1008.52
